N,DATA_YEAR,ARRESTEE_ID,INCIDENT_ID,ARREST_DATE,MULTIPLE_INDICATOR,AGE_NUM,SEX_CODE,ARREST_TYPE_NAME,OFFENSE_NAME,CRIME_AGAINST,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,RACE_DESC,AGENCY_ID,NIBRS_MONTH_ID,SUBMISSION_DATE,INCIDENT_DATE,INCIDENT_HOUR
4371,2017,28017646,95531418,02-SEP-17,N,25,F,On View,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,577,7880046,20-AUG-18,02-SEP-17,12
4372,2017,28015834,95526916,19-SEP-17,C,30,M,Summoned / Cited,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,512,7688252,20-AUG-18,03-JUL-17,10
4373,2017,28016740,95528948,15-SEP-17,C,12,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Native Hawaiian or Other Pacific Islander,535,7880016,20-AUG-18,15-SEP-17,10
4374,2017,28018237,95532660,16-SEP-17,N,13,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,598,7880055,20-AUG-18,16-SEP-17,8
4375,2017,28020546,95538624,20-SEP-17,N,18,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,644,7880255,20-AUG-18,20-SEP-17,20
4376,2017,28021049,95539916,19-SEP-17,C,26,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,675,7880305,20-AUG-18,19-SEP-17,16
4377,2017,28021109,95540099,29-SEP-17,C,24,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,675,7880305,20-AUG-18,29-SEP-17,15
4378,2017,28021114,95540120,06-SEP-17,N,41,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,676,7880306,20-AUG-18,06-SEP-17,13
4379,2017,28723556,97542932,27-NOV-17,N,42,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,499,8005410,20-AUG-18,27-NOV-17,14
4380,2017,28724022,97544059,07-AUG-17,N,26,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,508,8005428,20-AUG-18,03-AUG-17,14
4381,2017,28728725,97558484,02-JUL-17,N,27,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,551,7848189,20-AUG-18,02-JUL-17,14
4382,2017,28728723,97558484,02-JUL-17,N,35,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,551,7848189,20-AUG-18,02-JUL-17,14
4383,2017,28729577,97561099,29-AUG-17,N,64,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,557,8005728,20-AUG-18,27-AUG-17,11
4384,2017,28736337,97580386,16-DEC-17,N,15,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,575,8005874,20-AUG-18,16-DEC-17,14
4385,2017,28736335,97580386,16-DEC-17,N,14,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,575,8005874,20-AUG-18,16-DEC-17,14
4386,2017,28736338,97580386,16-DEC-17,N,17,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,575,8005874,20-AUG-18,16-DEC-17,14
4387,2017,28736340,97580386,16-DEC-17,N,14,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,575,8005874,20-AUG-18,16-DEC-17,14
4388,2017,28737463,97583764,01-SEP-17,N,25,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,606,8005966,20-AUG-18,01-SEP-17,18
4389,2017,28737561,97584261,20-JUL-17,N,14,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,607,7666364,20-AUG-18,08-JUN-17,23
4390,2017,28737564,97584261,25-JUL-17,N,13,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,607,7666364,20-AUG-18,08-JUN-17,23
4391,2017,28737579,97584335,12-DEC-17,N,24,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,607,8005972,20-AUG-18,09-DEC-17,1
4392,2017,28737715,97584757,07-SEP-17,N,23,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,609,7594215,20-AUG-18,23-APR-17,15
4393,2017,28737728,97584776,22-JUN-17,N,47,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,609,7666372,20-AUG-18,22-JUN-17,15
4394,2017,28737740,97584813,03-JUL-17,N,20,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,609,7848653,20-AUG-18,03-JUL-17,18
4395,2017,28737882,97585314,14-SEP-17,N,40,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,609,7880075,20-AUG-18,14-SEP-17,12
4396,2017,28737967,97585655,08-DEC-17,N,23,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,609,8005985,20-AUG-18,08-DEC-17,17
4397,2017,28737979,97585700,12-DEC-17,N,32,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,609,8005985,20-AUG-18,12-DEC-17,17
4398,2017,28738013,97585823,23-DEC-17,N,28,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,609,8005985,20-AUG-18,23-DEC-17,15
4399,2017,28732454,97568975,08-JAN-18,N,19,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,563,8005766,20-AUG-18,25-AUG-17,14
4400,2017,28732531,97569253,06-SEP-17,N,18,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005768,20-AUG-18,01-SEP-17,22
4401,2017,28733020,97570731,12-OCT-17,N,32,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,563,8005769,20-AUG-18,12-OCT-17,13
4402,2017,28733032,97570759,13-OCT-17,N,33,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,563,8005769,20-AUG-18,12-OCT-17,13
4403,2017,28733113,97571036,22-OCT-17,N,33,M,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,563,8005769,20-AUG-18,22-OCT-17,8
4404,2017,28733688,97572526,06-DEC-17,N,56,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,563,8005771,20-AUG-18,06-DEC-17,20
4405,2017,28733689,97572526,06-DEC-17,N,24,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,563,8005771,20-AUG-18,06-DEC-17,20
4406,2017,28733764,97572676,13-DEC-17,N,22,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005771,20-AUG-18,13-DEC-17,6
4407,2017,28733777,97572705,14-DEC-17,N,15,F,Summoned / Cited,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,563,8005771,20-AUG-18,14-DEC-17,10
4408,2017,28733851,97572915,23-DEC-17,N,40,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,563,8005771,20-AUG-18,23-DEC-17,12
4409,2017,28733852,97572915,23-DEC-17,N,44,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,563,8005771,20-AUG-18,23-DEC-17,12
4410,2017,28734438,97574171,27-DEC-17,N,38,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,564,8005782,20-AUG-18,27-DEC-17,13
4411,2017,28734435,97574171,27-DEC-17,N,44,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,564,8005782,20-AUG-18,27-DEC-17,13
4412,2017,28735009,97576341,22-AUG-17,N,16,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,572,8005840,20-AUG-18,22-AUG-17,18
4413,2017,28735275,97577181,15-DEC-17,N,26,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,571,7974321,20-AUG-18,14-DEC-17,20
4414,2017,28736167,97580007,04-NOV-17,N,52,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,575,8005871,20-AUG-18,04-NOV-17,19
4415,2017,28736692,97581569,07-JUL-17,N,34,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,584,8005909,20-AUG-18,07-JUL-17,16
4416,2017,28736726,97581680,25-JUN-17,N,18,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,587,7848357,20-AUG-18,25-JUN-17,12
4417,2017,28525177,96978139,21-DEC-17,C,50,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,511,7974314,20-AUG-18,21-DEC-17,16
4418,2017,28525231,96978227,28-DEC-17,C,25,M,On View,Impersonation,Property,Fraud Offenses,A,White,511,7974314,20-AUG-18,28-DEC-17,15
4419,2017,28525807,96979534,02-DEC-17,N,60,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,612,7956008,20-AUG-18,09-NOV-17,14
4420,2017,28525876,96979675,22-DEC-17,N,37,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,612,7974333,20-AUG-18,22-DEC-17,16
4421,2017,28526114,96980112,05-DEC-17,N,21,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,591,7974324,20-AUG-18,05-DEC-17,18
4422,2017,28526195,96980291,09-DEC-17,N,42,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,591,7974324,20-AUG-18,09-DEC-17,21
4423,2017,28527918,96984635,19-DEC-17,C,21,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,716,7975112,20-AUG-18,19-DEC-17,19
4424,2017,28527928,96984635,19-DEC-17,C,54,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,716,7975112,20-AUG-18,19-DEC-17,19
4425,2017,28527923,96984635,19-DEC-17,C,34,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,716,7975112,20-AUG-18,19-DEC-17,19
4426,2017,28528800,96986273,09-DEC-17,N,15,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,730,7975361,20-AUG-18,09-DEC-17,15
4427,2017,28528997,96986752,04-DEC-17,N,38,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,743,7975587,20-AUG-18,04-DEC-17,10
4428,2017,28529002,96986752,04-DEC-17,N,40,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,743,7975587,20-AUG-18,04-DEC-17,10
4429,2017,28529000,96986752,04-DEC-17,N,30,F,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,743,7975587,20-AUG-18,04-DEC-17,10
4430,2017,28529355,96987550,20-DEC-17,N,36,F,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,748,7975682,20-AUG-18,20-DEC-17,6
4431,2017,28529567,96987965,06-DEC-17,N,31,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7975137,20-AUG-18,06-DEC-17,15
4432,2017,28529599,96988023,07-DEC-17,N,42,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,729,7975137,20-AUG-18,07-DEC-17,18
4433,2017,28529618,96988079,08-DEC-17,N,35,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7975137,20-AUG-18,08-DEC-17,17
4434,2017,28529909,96988695,23-DEC-17,N,37,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,729,7975137,20-AUG-18,23-DEC-17,13
4435,2017,28745205,97607313,25-NOV-17,N,15,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,673,7956112,20-AUG-18,25-NOV-17,13
4436,2017,28745212,97607333,04-DEC-17,N,31,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,673,7956112,20-AUG-18,25-NOV-17,8
4437,2017,28745448,97607949,08-MAY-17,N,15,M,Summoned / Cited,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,681,8007987,20-AUG-18,23-APR-17,15
4438,2017,28748697,97616632,23-OCT-17,N,31,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,726,7667515,20-AUG-18,12-JUN-17,12
4439,2017,28748759,97616848,07-OCT-17,N,44,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,726,7926358,20-AUG-18,07-OCT-17,19
4440,2017,28748760,97616848,07-OCT-17,N,43,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,726,7926358,20-AUG-18,07-OCT-17,19
4441,2017,28748980,97617535,04-NOV-17,N,29,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,726,7957315,20-AUG-18,04-NOV-17,11
4442,2017,28749243,97618456,02-DEC-17,N,42,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,726,8008132,20-AUG-18,01-DEC-17,20
4443,2017,28749483,97619146,20-DEC-17,N,34,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,726,8008132,20-AUG-18,20-DEC-17,20
4444,2017,28751121,97624017,23-OCT-17,N,25,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,743,7924683,20-AUG-18,22-OCT-17,23
4445,2017,28751120,97624017,23-OCT-17,N,23,F,Taken INTO Custody,Credit Card/Automated Teller Machine Fraud,Property,Fraud Offenses,A,White,743,7924683,20-AUG-18,22-OCT-17,23
4446,2017,28752446,97628116,19-JAN-18,N,24,M,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,728,7956132,20-AUG-18,26-NOV-17,1
4447,2017,28754200,97634020,23-APR-17,N,37,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,744,8009171,20-AUG-18,23-APR-17,15
4448,2017,28754516,97634836,24-AUG-17,N,15,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,744,8009175,20-AUG-18,24-AUG-17,13
4449,2017,28754517,97634836,24-AUG-17,N,15,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,744,8009175,20-AUG-18,24-AUG-17,13
4450,2017,28754520,97634836,24-AUG-17,N,15,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,744,8009175,20-AUG-18,24-AUG-17,13
4451,2017,28754518,97634836,24-AUG-17,N,45,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,744,8009175,20-AUG-18,24-AUG-17,13
4452,2017,28754579,97634953,14-SEP-17,N,52,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,744,8009176,20-AUG-18,14-SEP-17,21
4453,2017,28754662,97635146,14-OCT-17,N,30,M,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,744,8009177,20-AUG-18,13-OCT-17,22
4454,2017,28754719,97635297,12-NOV-17,N,35,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,744,8009169,20-AUG-18,11-NOV-17,21
4455,2017,28754721,97635297,12-NOV-17,N,32,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,744,8009169,20-AUG-18,11-NOV-17,21
4456,2017,28754785,97635491,10-DEC-17,N,35,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,744,8009178,20-AUG-18,10-DEC-17,0
4457,2017,28755075,97636204,03-JUL-17,N,14,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,746,7849406,20-AUG-18,03-JUL-17,10
4458,2017,28742945,97599520,11-AUG-17,N,47,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,663,7848888,20-AUG-18,31-JUL-17,14
4459,2017,28743016,97599707,23-DEC-17,N,56,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,663,8007913,20-AUG-18,23-DEC-17,20
4460,2017,28743087,97599935,04-JUL-17,N,27,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,661,7848901,20-AUG-18,04-JUL-17,18
4461,2017,28743676,97601794,26-AUG-17,N,31,F,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,666,8007935,20-AUG-18,26-AUG-17,9
4462,2017,28743672,97601794,26-AUG-17,N,40,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,666,8007935,20-AUG-18,26-AUG-17,9
4463,2017,28743674,97601794,26-AUG-17,N,24,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,666,8007935,20-AUG-18,26-AUG-17,9
4464,2017,28743677,97601794,07-NOV-17,N,38,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,666,8007935,20-AUG-18,26-AUG-17,9
4465,2017,28788474,97715128,09-FEB-18,N,19,F,Taken INTO Custody,Embezzlement,Property,Embezzlement,A,Black or African American,727,7956131,20-AUG-18,20-NOV-17,17
4466,2017,28927130,98098329,04-JAN-18,N,29,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,526,7974308,20-AUG-18,12-DEC-17,NA
4467,2017,28927131,98098329,04-JAN-18,N,27,F,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Unknown,526,7974308,20-AUG-18,12-DEC-17,NA
4468,2017,28425143,96701438,20-NOV-17,C,45,M,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,512,7955142,20-AUG-18,20-NOV-17,16
4469,2017,28935532,98121971,16-FEB-18,N,42,F,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,729,7552573,20-AUG-18,15-MAR-17,22
4470,2017,28729481,97560837,11-JUL-17,C,77,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,557,8005726,20-AUG-18,11-JUL-17,14
4471,2017,28729548,97560991,08-AUG-17,N,37,F,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,557,8005728,20-AUG-18,02-AUG-17,2
4472,2017,28729546,97560991,07-AUG-17,N,39,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,557,8005728,20-AUG-18,02-AUG-17,2
4473,2017,28729565,97561058,30-AUG-17,C,46,F,Taken INTO Custody,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,Black or African American,557,8005728,20-AUG-18,18-AUG-17,14
4474,2017,28729700,97561485,31-OCT-17,C,16,M,On View,Robbery,Property,Robbery,A,Black or African American,557,8005731,20-AUG-18,31-OCT-17,16
4475,2017,28729724,97561529,07-NOV-17,N,18,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,557,8005732,20-AUG-18,07-NOV-17,14
4476,2017,28730034,97562325,29-JUL-17,N,48,F,On View,Theft From Building,Property,Larceny/Theft Offenses,A,White,560,7848224,20-AUG-18,29-JUL-17,14
4477,2017,28736250,97580203,29-NOV-17,N,40,M,On View,Robbery,Property,Robbery,A,Black or African American,575,8005871,20-AUG-18,29-NOV-17,16
4478,2017,27841185,95009243,05-AUG-17,N,30,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,514,7847998,20-AUG-18,05-AUG-17,15
4479,2017,27873400,95093478,21-AUG-17,N,28,F,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,728,7610612,20-AUG-18,18-MAY-17,10
4480,2017,27874285,95096889,27-AUG-17,N,28,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,728,7667504,20-AUG-18,28-JUN-17,0
4481,2017,27874287,95096889,27-AUG-17,N,36,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,728,7667504,20-AUG-18,28-JUN-17,0
4482,2017,27880075,95118203,16-AUG-17,N,20,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,749,7849412,20-AUG-18,16-AUG-17,NA
4483,2017,27880379,95119248,31-AUG-17,N,26,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,749,7849412,20-AUG-18,31-AUG-17,NA
4484,2017,28732052,97567831,06-SEP-17,N,41,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,563,8005767,20-AUG-18,27-JUL-17,3
4485,2017,28732134,97568067,02-AUG-17,N,32,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,563,8005767,20-AUG-18,31-JUL-17,17
4486,2017,29363117,99454086,12-NOV-17,N,27,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Asian,513,7955108,29-AUG-18,12-NOV-17,NA
4487,2017,27841778,95010422,13-JUL-17,C,46,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,511,7609251,20-AUG-18,20-MAY-17,20
4488,2017,27841830,95010550,01-AUG-17,C,35,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,511,7848004,20-AUG-18,10-JUL-17,22
4489,2017,27841838,95010564,30-AUG-17,C,49,M,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,511,7848004,20-AUG-18,12-JUL-17,8
4490,2017,27841869,95010645,26-JUL-17,M,20,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,511,7848004,20-AUG-18,26-JUL-17,2
4491,2017,27842031,95011015,30-AUG-17,C,12,M,Summoned / Cited,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,511,7848005,20-AUG-18,29-AUG-17,7
4492,2017,27842209,95011508,27-JUN-17,N,54,M,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,510,7663167,20-AUG-18,27-JUN-17,8
4493,2017,27842926,95013127,14-AUG-17,C,35,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,512,7847987,20-AUG-18,05-AUG-17,10
4494,2017,27843028,95013392,30-AUG-17,C,17,M,Summoned / Cited,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,512,7847987,20-AUG-18,11-AUG-17,12
4495,2017,27843279,95014037,30-AUG-17,C,42,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,512,7847987,20-AUG-18,30-AUG-17,16
4496,2017,27856823,95047662,30-JUL-17,N,26,M,Taken INTO Custody,Impersonation,Property,Fraud Offenses,A,White,638,7848805,20-AUG-18,30-JUL-17,13
4497,2017,27857542,95049690,28-AUG-17,N,19,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,660,7848894,20-AUG-18,28-AUG-17,10
4498,2017,27865363,95071910,05-MAY-17,N,32,F,Taken INTO Custody,Robbery,Property,Robbery,A,White,730,7610638,20-AUG-18,05-MAY-17,0
4499,2017,27865359,95071910,05-MAY-17,N,31,M,Taken INTO Custody,Robbery,Property,Robbery,A,White,730,7610638,20-AUG-18,05-MAY-17,0
4500,2017,27865713,95072578,17-AUG-17,N,51,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,730,7849231,20-AUG-18,17-AUG-17,15
4501,2017,27865895,95073059,16-MAY-17,N,41,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,Black or African American,735,7667510,20-AUG-18,29-APR-17,NA
4502,2017,27867471,95077410,09-AUG-17,N,39,F,On View,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,729,7849201,20-AUG-18,09-AUG-17,6
4503,2017,27867946,95078884,06-AUG-17,N,51,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,742,7849270,20-AUG-18,06-AUG-17,19
4504,2017,27868123,95079379,19-AUG-17,N,46,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,26928,7849278,20-AUG-18,19-AUG-17,21
4505,2017,27868632,95080716,19-JUL-17,N,45,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,743,7849307,20-AUG-18,16-JUL-17,NA
4506,2017,27879000,95115160,30-JUN-17,N,39,M,Summoned / Cited,Theft From Building,Property,Larceny/Theft Offenses,A,White,749,7594486,20-AUG-18,19-APR-17,NA
4507,2017,27881169,95121546,09-AUG-17,N,39,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,764,7851301,20-AUG-18,09-AUG-17,11
4508,2017,27881281,95121811,30-AUG-17,N,37,M,Taken INTO Custody,Robbery,Property,Robbery,A,White,764,7851301,20-AUG-18,23-AUG-17,6
4509,2017,27881650,95122876,13-AUG-17,N,27,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,766,7851311,20-AUG-18,13-AUG-17,12
4510,2017,27881777,95123334,11-APR-17,N,50,M,Taken INTO Custody,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,769,7552618,20-AUG-18,20-MAR-17,21
4511,2017,27882860,95127476,14-JUL-17,N,14,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,770,7851338,20-AUG-18,14-JUL-17,19
4512,2017,27882858,95127476,14-JUL-17,N,12,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,770,7851338,20-AUG-18,14-JUL-17,19
4513,2017,27882879,95127573,15-JUL-17,C,43,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,770,7851338,20-AUG-18,15-JUL-17,13
4514,2017,27883024,95128329,29-JUL-17,N,24,M,On View,Impersonation,Property,Fraud Offenses,A,White,770,7851338,20-AUG-18,25-JUL-17,0
4515,2017,27871426,95088005,24-JAN-17,N,21,M,On View,Robbery,Property,Robbery,A,Black or African American,728,7515622,20-AUG-18,14-JAN-17,6
4516,2017,27880953,95121018,01-JUL-17,N,34,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,764,7689757,20-AUG-18,01-JUL-17,2
4517,2017,27881351,95122156,06-FEB-17,N,29,F,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,766,7851303,20-AUG-18,06-FEB-17,23
4518,2017,27881350,95122156,06-FEB-17,N,33,M,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,766,7851303,20-AUG-18,06-FEB-17,23
4519,2017,27881817,95123445,13-APR-17,C,18,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,769,7596327,20-AUG-18,12-APR-17,22
4520,2017,27882720,95126779,05-JUL-17,C,37,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,770,7851338,20-AUG-18,05-JUL-17,17
4521,2017,27882747,95126964,08-JUL-17,C,31,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,770,7851338,20-AUG-18,08-JUL-17,16
4522,2017,27883083,95128474,27-JUL-17,N,44,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,American Indian or Alaska Native,770,7851338,20-AUG-18,27-JUL-17,13
4523,2017,27883081,95128474,27-JUL-17,N,25,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,770,7851338,20-AUG-18,27-JUL-17,13
4524,2017,27883085,95128474,27-JUL-17,N,35,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,770,7851338,20-AUG-18,27-JUL-17,13
