N,DATA_YEAR,ARRESTEE_ID,INCIDENT_ID,ARREST_DATE,MULTIPLE_INDICATOR,AGE_NUM,SEX_CODE,ARREST_TYPE_NAME,OFFENSE_NAME,CRIME_AGAINST,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,RACE_DESC,AGENCY_ID,NIBRS_MONTH_ID,SUBMISSION_DATE,INCIDENT_DATE,INCIDENT_HOUR
2121,2017,25858235,88931307,02-FEB-17,C,48,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7494133,17-AUG-18,02-FEB-17,14
2122,2017,25858494,88932153,04-FEB-17,N,43,M,Taken INTO Custody,Robbery,Property,Robbery,A,White,10161,7494133,17-AUG-18,04-FEB-17,19
2123,2017,26203091,89922612,03-APR-17,N,25,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,03-APR-17,14
2124,2017,26204069,89925986,10-APR-17,C,35,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,10-APR-17,11
2125,2017,26204776,89927895,13-APR-17,N,61,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,13-APR-17,17
2126,2017,26528171,90872153,20-JUL-17,N,28,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,9723,7606179,17-AUG-18,20-JUL-17,12
2127,2017,26205323,89929134,15-APR-17,C,38,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,15-APR-17,18
2128,2017,26206566,89932394,26-APR-17,C,29,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,21-APR-17,19
2129,2017,26206630,89932570,22-APR-17,N,15,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,22-APR-17,13
2130,2017,26207472,89933922,28-APR-17,N,19,M,On View,Robbery,Property,Robbery,A,White,10161,7554121,17-AUG-18,28-APR-17,14
2131,2017,26373792,90424850,11-JUN-17,N,64,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9542,7605970,17-AUG-18,11-JUN-17,17
2132,2017,26374050,90425390,11-JUN-17,N,42,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9723,7589212,17-AUG-18,11-JUN-17,4
2133,2017,26374534,90426293,18-JUN-17,N,15,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9809,7606186,17-AUG-18,18-JUN-17,20
2134,2017,26374533,90426293,18-JUN-17,N,10,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9809,7606186,17-AUG-18,18-JUN-17,20
2135,2017,26374536,90426293,18-JUN-17,N,14,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9809,7606186,17-AUG-18,18-JUN-17,20
2136,2017,26046223,89492793,08-MAR-17,N,21,M,Taken INTO Custody,Embezzlement,Property,Embezzlement,A,White,9809,7525427,17-AUG-18,02-MAR-17,17
2137,2017,26046327,89493017,13-MAR-17,N,26,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7493428,17-AUG-18,01-JAN-17,12
2138,2017,26046793,89494353,21-MAR-17,N,42,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7553615,17-AUG-18,21-MAR-17,11
2139,2017,26190285,89882634,03-APR-17,C,18,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9714,7574971,17-AUG-18,03-APR-17,19
2140,2017,26190287,89882634,03-APR-17,C,17,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9714,7574971,17-AUG-18,03-APR-17,19
2141,2017,26529441,90874962,06-JUL-17,C,19,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9851,7606187,17-AUG-18,06-JUL-17,17
2142,2017,26530075,90876745,18-JUL-17,N,23,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7631825,17-AUG-18,10-JUL-17,14
2143,2017,26531435,90881735,04-JUL-17,C,40,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9964,7606190,17-AUG-18,04-JUN-17,8
2144,2017,26531935,90883279,13-JUL-17,C,18,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10017,7631848,17-AUG-18,13-JUL-17,11
2145,2017,26193197,89890215,07-FEB-17,N,30,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7495709,17-AUG-18,07-FEB-17,17
2146,2017,26200398,89912681,06-MAR-17,C,45,F,Summoned / Cited,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,10161,7524031,17-AUG-18,06-MAR-17,7
2147,2017,26200399,89912706,01-APR-17,C,18,M,On View,Arson,Property,Arson,A,White,10161,7524031,17-AUG-18,04-MAR-17,20
2148,2017,26202872,89921479,06-APR-17,M,37,M,Taken INTO Custody,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,10161,7554121,17-AUG-18,02-APR-17,1
2149,2017,26203244,89923404,04-APR-17,N,27,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,04-APR-17,16
2150,2017,26192742,89889034,09-APR-17,N,18,M,Taken INTO Custody,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9739,7575017,17-AUG-18,08-APR-17,23
2151,2017,26202721,89920729,31-MAR-17,C,41,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7524031,17-AUG-18,31-MAR-17,20
2152,2017,26202770,89920904,31-MAR-17,N,34,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7524031,17-AUG-18,31-MAR-17,23
2153,2017,26203041,89922398,03-APR-17,N,24,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,03-APR-17,13
2154,2017,26203853,89925345,09-APR-17,N,15,M,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,10161,7554121,17-AUG-18,08-APR-17,23
2155,2017,26204213,89926215,10-APR-17,C,39,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,10-APR-17,21
2156,2017,26204745,89927813,14-APR-17,C,29,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7554121,17-AUG-18,13-APR-17,15
2157,2017,26204872,89928159,14-APR-17,N,31,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7554121,17-AUG-18,14-APR-17,2
2158,2017,26205098,89928598,14-APR-17,C,33,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7554121,17-AUG-18,14-APR-17,23
2159,2017,26206273,89931509,19-APR-17,C,52,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,19-APR-17,6
2160,2017,26206311,89931603,19-APR-17,C,55,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,17-AUG-18,19-APR-17,17
2161,2017,29456154,99728834,17-JUL-18,M,29,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9964,7740513,29-AUG-18,06-NOV-17,15
2162,2017,28233069,96152113,19-DEC-17,N,43,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7743940,20-AUG-18,19-DEC-17,13
2163,2017,28421724,96690713,04-JAN-18,C,36,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9594,7659510,20-AUG-18,30-AUG-17,16
2164,2017,28421853,96691181,23-SEP-17,C,21,F,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,9594,7688071,20-AUG-18,23-SEP-17,2
2165,2017,28421852,96691181,23-SEP-17,C,20,M,On View,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,9594,7688071,20-AUG-18,23-SEP-17,2
2166,2017,28421890,96691343,29-SEP-17,C,33,M,Taken INTO Custody,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,9594,7688071,20-AUG-18,29-SEP-17,11
2167,2017,28422121,96692095,17-NOV-17,C,56,M,On View,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,9594,7740502,20-AUG-18,17-NOV-17,13
2168,2017,28422229,96692470,08-DEC-17,C,31,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9594,7954229,20-AUG-18,08-DEC-17,20
2169,2017,28545708,97032050,09-MAR-18,N,28,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,20-AUG-18,26-APR-17,14
2170,2017,28545836,97032564,19-FEB-18,N,42,M,Taken INTO Custody,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,Black or African American,10161,7633127,20-AUG-18,16-AUG-17,11
2171,2017,28546095,97033461,16-MAR-18,N,18,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,10161,7689806,20-AUG-18,24-OCT-17,22
2172,2017,28644973,97343305,04-APR-18,N,13,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9723,7688067,20-AUG-18,10-OCT-17,7
2173,2017,28645306,97344066,25-FEB-18,N,33,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9809,7740506,20-AUG-18,11-NOV-17,17
2174,2017,28647059,97349546,24-MAY-17,N,34,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9963,7578236,20-AUG-18,24-MAY-17,22
2175,2017,28789093,97716828,24-OCT-17,N,45,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7715061,20-AUG-18,24-OCT-17,16
2176,2017,28432134,96722100,11-DEC-17,C,18,M,Taken INTO Custody,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,10161,7742280,20-AUG-18,07-DEC-17,19
2177,2017,28238389,96166027,29-DEC-17,N,30,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,10161,7606864,20-AUG-18,24-JUL-17,21
2178,2017,28242011,96175011,02-NOV-17,C,30,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7689806,20-AUG-18,27-OCT-17,17
2179,2017,28242737,96176770,14-NOV-17,N,40,M,Taken INTO Custody,Murder and Nonnegligent Manslaughter,Person,Homicide Offenses,A,Black or African American,10161,7716677,20-AUG-18,14-NOV-17,17
2180,2017,28243652,96178932,01-FEB-18,C,24,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7716677,20-AUG-18,21-NOV-17,8
2181,2017,28244336,96180058,23-DEC-17,N,46,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,12-DEC-17,0
2182,2017,28244388,96180167,12-DEC-17,N,46,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,11-DEC-17,11
2183,2017,28245710,96183776,23-DEC-17,N,17,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,23-DEC-17,21
2184,2017,28245528,96183203,22-DEC-17,C,18,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,22-DEC-17,16
2185,2017,28789100,97716851,23-OCT-17,N,29,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7715061,20-AUG-18,23-OCT-17,14
2186,2017,28789101,97716851,23-OCT-17,N,16,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7715061,20-AUG-18,23-OCT-17,14
2187,2017,28788994,97716692,29-MAR-17,N,16,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,9963,7525482,20-AUG-18,26-MAR-17,18
2188,2017,28788996,97716692,29-MAR-17,N,11,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,9963,7525482,20-AUG-18,26-MAR-17,18
2189,2017,28538141,97008683,17-JUN-17,N,42,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9963,7590966,20-AUG-18,17-JUN-17,19
2190,2017,28538143,97008683,17-JUN-17,N,34,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9963,7590966,20-AUG-18,17-JUN-17,19
2191,2017,28232591,96151070,12-JUN-17,N,17,M,On View,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,10043,7606196,20-AUG-18,12-JUN-17,14
2192,2017,28232931,96151924,11-FEB-17,N,18,F,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,9963,7495709,20-AUG-18,11-FEB-17,18
2193,2017,28647135,97349666,03-OCT-17,N,32,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7715061,20-AUG-18,03-OCT-17,12
2194,2017,28424389,96699074,28-AUG-17,N,31,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,10043,7659611,20-AUG-18,28-AUG-17,9
2195,2017,28645284,97344021,16-JAN-18,N,33,F,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,9809,7714620,20-AUG-18,24-OCT-17,NA
2196,2017,28647032,97349526,15-APR-17,N,23,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7556566,20-AUG-18,11-APR-17,16
2197,2017,28647029,97349526,11-APR-17,N,22,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7556566,20-AUG-18,11-APR-17,16
2198,2017,28647065,97349573,27-JUN-17,N,33,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7590966,20-AUG-18,27-JUN-17,22
2199,2017,28647145,97349683,26-SEP-17,N,34,M,Summoned / Cited,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,Black or African American,9963,7688150,20-AUG-18,26-SEP-17,19
2200,2017,28647186,97349786,19-FEB-18,N,30,M,On View,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,9963,7715061,20-AUG-18,25-OCT-17,0
2201,2017,28647189,97349804,23-NOV-17,N,25,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7740609,20-AUG-18,23-NOV-17,16
2202,2017,28647193,97349804,23-NOV-17,N,18,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7740609,20-AUG-18,23-NOV-17,16
2203,2017,28421114,96688007,09-APR-17,C,23,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9594,7574985,20-AUG-18,09-APR-17,14
2204,2017,28421304,96688857,23-MAY-17,C,23,F,Summoned / Cited,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,9594,7589213,20-AUG-18,22-MAY-17,18
2205,2017,28421500,96689704,23-JAN-18,C,43,F,Summoned / Cited,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,9594,7631735,20-AUG-18,14-JUL-17,3
2206,2017,28421530,96689833,20-JUL-17,C,32,M,Taken INTO Custody,Stolen Property Offenses,Property,Stolen Property Offenses,A,White,9594,7631735,20-AUG-18,20-JUL-17,11
2207,2017,28424407,96699133,24-SEP-17,N,34,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,10043,7659612,20-AUG-18,18-SEP-17,10
2208,2017,28424416,96699152,25-JAN-18,N,39,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,10043,7659612,20-AUG-18,24-SEP-17,13
2209,2017,28424445,96699228,19-OCT-17,N,12,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,10043,7714634,20-AUG-18,19-OCT-17,15
2210,2017,28424442,96699228,19-OCT-17,N,11,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,10043,7714634,20-AUG-18,19-OCT-17,15
2211,2017,28424444,96699228,19-OCT-17,N,12,M,Taken INTO Custody,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,10043,7714634,20-AUG-18,19-OCT-17,15
2212,2017,28424658,96699923,04-JUL-17,N,27,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7589237,20-AUG-18,29-MAY-17,8
2213,2017,28425280,96701698,02-JUN-17,N,35,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,9963,7590966,20-AUG-18,01-JUN-17,18
2214,2017,28425450,96702023,29-NOV-17,N,20,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9963,7740609,20-AUG-18,29-NOV-17,12
2215,2017,28912865,98063970,09-JAN-18,N,27,M,On View,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,9963,7688150,20-AUG-18,25-SEP-17,9
2216,2017,28425448,96702037,18-NOV-17,N,44,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7740609,20-AUG-18,18-NOV-17,19
2217,2017,28430959,96718115,21-APR-17,M,23,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,20-AUG-18,21-APR-17,19
2218,2017,28430960,96718115,21-APR-17,M,24,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7554121,20-AUG-18,21-APR-17,19
2219,2017,28430971,96718171,02-MAY-17,M,31,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7576189,20-AUG-18,02-MAY-17,20
2220,2017,28431594,96720358,17-OCT-17,M,46,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7689806,20-AUG-18,17-OCT-17,14
2221,2017,28436977,96736132,15-FEB-18,C,18,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,15-DEC-17,6
2222,2017,28647173,97349751,24-OCT-17,N,27,M,Summoned / Cited,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,White,9963,7715061,20-AUG-18,24-OCT-17,16
2223,2017,28788504,97715212,10-AUG-17,N,19,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,9962,7659606,20-AUG-18,10-AUG-17,20
2224,2017,28788508,97715212,10-AUG-17,N,36,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7659606,20-AUG-18,10-AUG-17,20
2225,2017,28788507,97715212,10-AUG-17,N,24,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7659606,20-AUG-18,10-AUG-17,20
2226,2017,28788999,97716703,26-APR-17,N,41,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7556566,20-AUG-18,26-APR-17,12
2227,2017,28239572,96168670,14-SEP-17,N,51,F,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,20-AUG-18,14-SEP-17,23
2228,2017,28240530,96170699,03-OCT-17,C,29,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7659990,20-AUG-18,25-SEP-17,6
2229,2017,28241581,96174140,02-JAN-18,N,37,F,Summoned / Cited,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,Black or African American,10161,7689806,20-AUG-18,18-OCT-17,20
2230,2017,28243373,96178245,29-NOV-17,C,31,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7716677,20-AUG-18,29-NOV-17,3
2231,2017,28244431,96180243,12-DEC-17,N,29,M,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7742280,20-AUG-18,12-DEC-17,22
2232,2017,28246920,96186778,29-DEC-17,N,26,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7742280,20-AUG-18,29-DEC-17,16
2233,2017,28545609,97031700,19-MAR-18,N,30,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7524031,20-AUG-18,13-MAR-17,11
2234,2017,28545739,97032177,13-MAR-18,N,23,M,Taken INTO Custody,Motor Vehicle Theft,Property,Motor Vehicle Theft,A,White,10161,7589915,20-AUG-18,29-JUN-17,23
2235,2017,28545965,97033106,19-MAR-18,N,47,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7689806,20-AUG-18,04-OCT-17,10
2236,2017,28548557,97042054,01-MAR-18,N,37,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7742280,20-AUG-18,19-DEC-17,10
2237,2017,28912846,98063958,24-SEP-17,N,40,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7688150,20-AUG-18,24-SEP-17,22
2238,2017,28536297,97003617,18-MAY-17,N,25,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9723,7523164,20-AUG-18,11-MAR-17,0
2239,2017,28233039,96152081,09-DEC-17,N,33,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9963,7743940,20-AUG-18,09-DEC-17,20
2240,2017,28231535,96148248,18-OCT-17,M,58,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9964,7631827,20-AUG-18,21-JUL-17,12
2241,2017,28231537,96148248,18-OCT-17,M,54,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,Black or African American,9964,7631827,20-AUG-18,21-JUL-17,12
2242,2017,28231755,96148765,20-DEC-17,M,15,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,White,9964,7830722,20-AUG-18,20-DEC-17,21
2243,2017,28232578,96151046,20-MAY-17,N,14,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,10043,7606195,20-AUG-18,20-MAY-17,13
2244,2017,28232576,96151046,20-MAY-17,N,11,F,Taken INTO Custody,Theft From Building,Property,Larceny/Theft Offenses,A,Black or African American,10043,7606195,20-AUG-18,20-MAY-17,13
2245,2017,28232586,96151066,04-AUG-17,N,23,M,On View,Theft From Motor Vehicle,Property,Larceny/Theft Offenses,A,Black or African American,10043,7606197,20-AUG-18,07-JUL-17,16
2246,2017,28245664,96183581,23-DEC-17,N,11,M,On View,Burglary/Breaking & Entering,Property,Burglary/Breaking & Entering,A,Black or African American,10161,7742280,20-AUG-18,20-DEC-17,17
2247,2017,28917111,98072126,08-NOV-17,N,57,M,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7689806,20-AUG-18,08-OCT-17,15
2248,2017,28420739,96686665,20-JAN-17,C,31,F,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9594,7493319,20-AUG-18,20-JAN-17,13
2249,2017,28421829,96691034,17-SEP-17,C,48,F,Taken INTO Custody,False Pretenses/Swindle/Confidence Game,Property,Fraud Offenses,A,White,9594,7688071,20-AUG-18,17-SEP-17,18
2250,2017,28421976,96691647,08-OCT-17,C,49,F,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,9594,7714615,20-AUG-18,08-OCT-17,8
2251,2017,26691851,91351879,03-AUG-17,N,31,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,White,9735,7659514,17-AUG-18,03-AUG-17,19
2252,2017,26691843,91351879,03-AUG-17,N,31,M,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,9735,7659514,17-AUG-18,03-AUG-17,19
2253,2017,26691848,91351879,03-AUG-17,N,38,F,Taken INTO Custody,Counterfeiting/Forgery,Property,Counterfeiting/Forgery,A,Black or African American,9735,7659514,17-AUG-18,03-AUG-17,19
2254,2017,26692409,91353477,20-JUL-17,N,48,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7631825,17-AUG-18,12-JUL-17,20
2255,2017,26692750,91354660,15-AUG-17,N,38,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9739,7659554,17-AUG-18,15-AUG-17,12
2256,2017,26693123,91355926,05-AUG-17,N,33,F,Taken INTO Custody,All Other Larceny,Property,Larceny/Theft Offenses,A,White,9962,7553617,17-AUG-18,01-MAR-17,14
2257,2017,26693599,91357575,30-MAY-17,N,32,F,On View,Embezzlement,Property,Embezzlement,A,Black or African American,10043,7606195,17-AUG-18,25-MAY-17,17
2258,2017,26705773,91388472,01-AUG-17,N,48,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,01-AUG-17,19
2259,2017,26705777,91388472,01-AUG-17,N,45,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,Black or African American,10161,7633127,17-AUG-18,01-AUG-17,19
2260,2017,26706014,91389083,03-AUG-17,M,62,F,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7633127,17-AUG-18,03-AUG-17,19
2261,2017,26707690,91395040,22-AUG-17,N,42,F,Summoned / Cited,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,Black or African American,10161,7633127,17-AUG-18,22-AUG-17,19
2262,2017,25856060,88925458,10-JAN-17,C,36,M,Taken INTO Custody,Arson,Property,Arson,A,White,10161,7470113,17-AUG-18,10-JAN-17,18
2263,2017,25857147,88928484,28-JAN-17,N,31,M,On View,Destruction/Damage/Vandalism of Property,Property,Destruction/Damage/Vandalism of Property,A,White,10161,7470113,17-AUG-18,28-JAN-17,4
2264,2017,25857329,88928894,28-JAN-17,N,33,M,On View,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7470113,17-AUG-18,28-JAN-17,18
2265,2017,25858376,88931682,03-FEB-17,C,20,M,Summoned / Cited,All Other Larceny,Property,Larceny/Theft Offenses,A,White,10161,7494133,17-AUG-18,03-FEB-17,6
2266,2017,25859694,88935880,17-FEB-17,N,37,M,On View,Shoplifting,Property,Larceny/Theft Offenses,A,White,10161,7494133,17-AUG-18,17-FEB-17,19
2267,2017,26191093,89884984,25-MAR-17,N,22,M,On View,Credit Card/Automated Teller Machine Fraud,Property,Fraud Offenses,A,White,9809,7493323,17-AUG-18,26-JAN-17,13
2268,2017,26373750,90424804,27-MAY-17,N,45,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9542,7589208,17-AUG-18,27-MAY-17,13
2269,2017,26373751,90424804,27-MAY-17,N,37,F,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9542,7589208,17-AUG-18,27-MAY-17,13
2270,2017,26271601,90133227,01-MAY-17,N,24,M,Taken INTO Custody,Shoplifting,Property,Larceny/Theft Offenses,A,White,9739,7589230,17-AUG-18,01-MAY-17,20
2271,2017,26272934,90136756,04-APR-17,N,71,M,Summoned / Cited,Shoplifting,Property,Larceny/Theft Offenses,A,White,9963,7556566,17-AUG-18,04-APR-17,16
