"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2017,105303392,119011074
2017,105303392,119011072
2017,105303451,119011132
2017,105303451,119011136
2017,105304265,119011931
2017,105304265,119011935
2017,105305635,119013371
2017,105306162,119013898
2017,105306156,119013898
2017,105306287,119014017
2017,105307129,119014859
2017,105320223,119028410
2017,105320267,119028426
2017,105320532,119028694
2017,105320570,119028735
2017,105320856,119029027
2017,105320890,119029054
2017,105321049,119029186
2017,105322828,119030995
2017,105322887,119031050
2017,105323774,119031961
2017,105324006,119032181
2017,105325429,119033573
2017,105325421,119033570
2017,105325427,119033570
2017,105326077,119034266
2017,105326147,119034356
2017,105326145,119034356
2017,105326341,119034553
2017,105326326,119034553
2017,105326318,119034553
2017,105326547,119034781
2017,105326610,119034852
2017,105326881,119035120
2017,105326901,119035143
2017,105326903,119035143
2017,105327043,119035268
2017,105327218,119035477
2017,105327431,119035690
2017,105327479,119035738
2017,105327494,119035747
2017,105327668,119035931
2017,105327734,119035998
2017,105327870,119036139
2017,105327897,119036139
2017,105327882,119036139
2017,105327901,119036139
2017,105327895,119036139
2017,105327922,119036139
2017,105327939,119036139
2017,105327892,119036139
2017,105327930,119036139
2017,105328020,119036278
2017,105328314,119036566
2017,105328608,119036858
2017,105329077,119037332
2017,105329096,119037350
2017,105329096,119037348
2017,105329490,119037740
2017,105329551,119037807
2017,105329814,119038071
2017,105329814,119038070
2017,105329814,119038060
2017,105329989,119038250
2017,105330245,119038515
2017,105330286,119038554
2017,105330350,119038623
2017,105330486,119038770
2017,105330569,119038849
2017,105330792,119039088
2017,105330806,119039088
2017,105332457,119040708
2017,105332472,119040729
2017,105332857,119041094
2017,105332855,119041094
2017,105332859,119041094
2017,105343612,119051962
2017,105343684,119052046
2017,105343891,119052257
2017,105344185,119052539
2017,105344267,119052602
2017,105344260,119052602
2017,105344263,119052602
2017,105344384,119052733
2017,105344415,119052733
2017,105344431,119052735
2017,105344739,119053083
2017,105345397,119053768
2017,105345660,119054013
2017,105345645,119054013
2017,105345708,119054060
2017,105345779,119054132
2017,105345988,119054282
2017,105345988,119054261
2017,105345987,119054257
2017,105346018,119054363
2017,105346216,119054562
2017,105346255,119054579
2017,105346285,119054633
2017,105346634,119054983
2017,105346690,119055035
2017,105346775,119055122
2017,105346884,119055248
2017,105347070,119055425
2017,105347070,119055414
2017,105347746,119056035
2017,105348271,119056566
2017,105351530,119059754
2017,105353264,119061506
2017,105353578,119061824
