"","text","media"
"250","В Свердловской области нашли изумруд весом больше полутора килограммов. Название камню пока не придумали, но цена известна — около 4 миллионов рублей. Это еще раз доказывает, что Урал — кладовая России.<br><br>https://www.kp.ru/daily/26787/3821508/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post48"
"251","Певец, композитор Дмитрий Маликов, сегодня отмечающий 48 день рождения, подтвердил, что стал отцом во второй раз. Поздравляем артиста и его семью с прибавлением!<br><br>https://www.kp.ru/daily/26787/3821431/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post49"
"252","Главные новости к этому часу:<br><br>1. Соглашение по авиабезопасности между Россией и Египтом подготовлено и направлено на подписание в Каир:<br>https://www.kp.ru/online/news/3004308/?utm_source=vk&amp;utm_campaign=social_share<br><br>2. Владельцев оружия в России могут обязать носить опознавательные знаки. Отсутствие специального жилета или жетона повлечет за собой наказание:<br>https://www.kp.ru/online/news/3004199/?utm_source=vk&amp;utm_campaign=social_share<br><br>3. После воссоединения с Россией полуостров Крым стал «неприступной крепостью», и не сталкивается ни с какими военными угрозами. Такое заявление сделал глава Крыма Сергей Аксенов:<br>https://www.kp.ru/online/news/3003983/?utm_source=vk&amp;utm_campaign=social_share<br><br>4. Администрация социальной сети для спортсменов, сама того не зная, опубликовала карту, которая раскрывает нахождение секретных военных баз США:<br>https://www.kp.ru/online/news/3004016/?utm_source=vk&amp;utm_campaign=social_share<br><br>5. Таможня начала отслеживать покупки россиян за рубежом. За незадекларированные крупные покупки дороже 10 тыс. евро может грозить штраф или тюрьма:<br>https://www.kp.ru/online/news/3003971/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post50"
"253","Кто угодит в новый санкционный список — непонятно. Эксперты прогнозируют, что американцы могут арестовывать имущество и счета российских предпринимателей  из черного списка:<br><br>https://www.kp.ru/daily/26787.5/3821385/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post51"
"254","30 января в Сочи состоится Конгресс межсирийского национального диалога. Среди делегатов представители ключевых политических партий Сирии, а также «примирившихся» отрядов оппозиции:<br><br>https://www.kp.ru/online/news/3004237/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post52"
"255","Соответствующий законопроект в настоящий момент разрабатывается в Госдуме. Возможные нововведения затронут владельцев всего огнестрельного оружия. Сейчас таких граждан насчитывается почти 8 млн:<br><br>https://www.kp.ru/online/news/3004199/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post53"
"256","Уже сейчас официально считается, что Харбин основали китайцы. Да и кто вспомнит, что в начале прошлого века Российская империя потратила половину своего госбюджета на возведение городов Далянь, Харбин, Порт-Артур...<br><br>Продолжение путевых записок наших спецкоров Владимира Ворсобина и Виктора Гусейнова, которые отправились в экспедицию в Китай. Часть седьмая их путешествия - Харбин и его ""русская улица"":<br><br> https://www.kp.ru/daily/26787.5/3821325/?utm_source=vk","komsomolka_post54"
"257","Основатель и владелец ИКЕА Ингвар Кампрад скончался в 91 год. За свою жизнь он построил целую империю и сам стал примером нового типа миллионера. Наш обозреватель Борис Панкин вспоминает о нескольких встречах с одним из самых богатых людей планеты и его принципах, которым стоит поучиться нашим олигархам:<br><br>https://www.kp.ru/daily/26787.5/3821442/?utm_source=vk","komsomolka_post55"
"258","Кинолента ""Тайные дневники Симона Петлюры"" может появится на экранах Украины уже в 2018 году:<br><br>https://www.kp.ru/online/news/3004078/?utm_source=vk","komsomolka_post56"
"259","29 января советскому и российскому композитору, певцу, и продюсеру Дмитрию Маликову исполняется 48 лет","komsomolka_post57"
"260","В Нью-Йорке прошла главная музыкальная церемония года. Статуэтку за лучшую песню забрал Бруно Марс:<br><br>https://www.kp.ru/daily/26784.5/3821417/?utm_source=vk","komsomolka_post58"
"261","«Комсомолка» выяснила у экспертов, кто выиграет, а кто проиграет, если новый закон об уравнивании гражданского брака и официального будет принят:<br><br>https://www.kp.ru/daily/26787.5/3821384/?utm_source=vk","komsomolka_post59"
"262","Администрация социальной сети для спортсменов Strava, сама того не зная, опубликовала карту, которая раскрывает нахождение секретных военных баз США:<br><br>https://www.kp.ru/online/news/3004016/?utm_source=vk","komsomolka_post60"
"263","Российский музыкант стал обладателем премии Grammy. Пианист Даниил Трифонов победил в номинации ""Лучшее классическое инструментальное сольное исполнение"":<br><br>https://www.kp.ru/online/news/3003945/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post61"
"264","Чтобы прогулка или поход на работу не обернулись простудой или переохлаждением, зимой нужно правильно экипироваться. Мы собрали советы сотрудников МЧС и врачей:<br><br>https://www.kp.ru/putevoditel/stil/kak-pravilno-odevatsya-zimoj/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post62"
"265","Сильному полу повезло: мужская мода консервативна. А это значит, что мужчинам, чтобы хорошо одеваться, достаточно раз и навсегда усвоить несколько немудрёных правил. Как подобрать одежду мужчине - нам рассказал стилист-имиджмейкер:<br><br>https://www.kp.ru/putevoditel/stil/kak-podobrat-odezhdu-muzhchine/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post63"
"266","«Мария снимала очень авторское кино, глубоко прочувствованные, интимные, личные фильмы»<br>Наш кинообозреватель - о режиссере Марии Саакян:<br><br>https://www.kp.ru/daily/26787.7/3821341/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post64"
"267","Список животных, навсегда исчезнувших с лица Земли, полнился еще одним видом – восточная пума официально признана вымершей. Этих кошек никто не видел много десятилетний:<br><br>https://www.kp.ru/online/news/3003939/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post65"
"268","В Лас-Вегасе сегодня назвали лучших мировых порноактёров. Главную награду завоевал россиянин, известный любителям «клубнички» как Маркус Дюпре. Со сцены он поблагодарил свою жену:<br><br>https://www.kp.ru/daily/26787.5/3821380/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post66"
"269","«Я его из квартиры не выписываю. Я его дома жду вообще-то каждый день»<br>Виталина Цымбалюк-Романовская – о своем взгляде на развод с Джигарханяном. Рассказывает, конечно же, с экрана федерального канала:<br><br>https://www.kp.ru/daily/26787.7/3821366/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post67"
"270","Кейт Миддлтон отдала свои волосы больным детям. Причем добрый поступок она совершила вовсе не ради популярности – свое пожертвование герцогиня сделала тайно:<br><br>https://www.kp.ru/online/news/3003912/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post68"
"271","Полиция ждет мужчин в подъезде, чтобы изъять паспорта. Но они не для того аж в Копенгаген летали регистрировать однополые отношения, чтобы так просто сдаться. Мы узнали, что происходит с гей-парой, которой случайно удалось получить отметки о браке в Москве:<br><br>https://www.kp.ru/daily/26787.5/3821373/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post69"
"272","Шоколад и яблоко - лучший дуэт для сердца, а йогурт из брокколи лечит рак. Обсудили с экспертами последние открытия, и узнали, какие из них помогут сохранить наше здоровье:<br><br>https://www.kp.ru/daily/26787.7/3821367/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post70"
"273","В Москве мажоры в очередной раз показательно высмеяли правила дорожного движения — сняли и выложили в сети видео заезда по тротуару:<br><br>https://www.kp.ru/daily/26787.5/3821371/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post71"
"274","«Люда - наше солнышко. Где бы она ни находилась, везде было светло»<br>В Санкт-Петербурге простились с Народной артисткой России Людмилой Сенчиной<br><br>https://www.kp.ru/daily/26787.5/3821330/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post72"
"275","«Комсомолка» рассказывает о новой охудевательной моде, охватившей Голливуд и знаменитую Силиконовую долину.  Это интермиттент-фастинг или интервальное (циклическое) голодание:<br><br>https://www.kp.ru/putevoditel/krasota/intervalnoe-golodanie-dlya-pokhudeniya/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post73"
"276","Вернувшись из отпуска, Ольга Бузова с головой окунулась в работу, а Тимур Батрутдинов продолжает скучать по их совместным каникулам.<br><br>https://teleprogramma.pro/news/328047/","komsomolka_post74"
"277","Российский лыжник Илья Черноусов одержал победу в лыжном марафоне ""Марчалонга"" в Италии - лидер сборной России по биатлону Антон Шипулин отстал от него аж на 18 минут:<br><br>https://www.kp.ru/online/news/3003773/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post75"
"278","Эта воскресная акция показала реальную поддержку Навального как политика. И была она совсем не впечатляющая - дурных немае, как говорят наши соседи.  Последний перед выборами «бой» Навального был провален, не начавшись. И даже верную «пехоту»  - школоту чуть не перехватил Жириновский... Как это было - в нашем репортаже:<br><br>https://www.kp.ru/daily/26787.7/3821358/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post76"
"279","Скальпель пластического хирурга - отнюдь не всегда то волшебное средство, которое вернет былую красоту. Доказательство тому – известные красавицы, потратившие на операции кучу денег, и получившие взамен перекроенное до неузнаваемости лицо:<br><br>https://www.kp.ru/daily/26787.7/3821349/?utm_source=vk","komsomolka_post77"
"280","Россию на всемирном конкурсе «Мисс туризм мира» представляла 19-летняя пермячка Дарья Хохлова. И нашей красотке достался титул, поздравляем!<br><br>https://www.kp.ru/daily/26787.7/3821257/?utm_source=vk","komsomolka_post78"
"281","Ольга Кабо не скрывает цифры в паспорте, поскольку выглядит значительно моложе своих лет. Одной из самых красивых актрис отечественного кинематографа исполнилось 50 лет. И как же трудно в это поверить!<br><br>https://www.kp.ru/daily/26787.7/3821336/?utm_source=vk","komsomolka_post79"
"282","«Великолепные век», «Курт Сеит и Александра» и многие другие турецкие сериалы давно любимы российскими зрителями. А исполнитель роли султана Сулеймана Великолепного Халит Эргенч вообще стал родным многим и многим женщинам. В нашей подборке — самые лучшие сериалы из самой сказочной страны Востока!<br><br>https://www.kp.ru/putevoditel/serialy/luchshie-turezkie-serialy/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post80"
"283","Религиозный фанатик в Алжире набросился с молотком на статую. Фонтан Айн-аль-Фуара с женской статуей работы французского скульптора Фрэнсиса де Сен-Видаля был установлен в 1899 году и является одной из главных достопримечательностей города<br><br>Подробности: https://www.kp.ru/daily/26787.5/3821355/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post81"
"284","Скопление звезд NGC 3201 обнаружили еще в 1826 году, но специалисты до сих пор не установили его загадочное происхождение:<br><br>https://www.kp.ru/online/news/3003811/?utm_source=vk","komsomolka_post82"
"285","Правила жизни создателя IKEA Ингвара Кампрада: Я горд тем, что не забыл, как доить корову. Будьте проще! <br><br>https://www.kp.ru/daily/26787.7/3821337/?utm_source=vk","komsomolka_post83"
"286","Мария Шарапова снова влюблена и счастлива: новым избранником спортсменки стал британский бизнесмен Александр Гликс:<br><br>https://www.kp.ru/daily/26787.7/3821323/?utm_source=vk","komsomolka_post84"
"287","Популярная актриса театра и кино - Ольга Кабо отмечает юбилей <br> <br>Подробности: https://www.kp.ru/daily/26787.7/3821336/?utm_source=vk","komsomolka_post85"
"288","Марии Саакян было всего 37 лет. У нее осталось пятеро детей:<br><br>https://www.kp.ru/daily/26787.5/3821331/?utm_source=vk","komsomolka_post86"
"289","Систему привлечения мигрантов в Россию предлагают упорядочить. И речь здесь это не только о гастарбайтерах, но и сотрудниках с высокой квалификацией:<br><br>https://www.kp.ru/daily/26787.5/3821315/?utm_source=vk","komsomolka_post87"
"290","Продолжаем публиковать записки Анастасии Аксяновой. Часть тридцатая, в которой одуревший от домашнего лечения Змей Горыныч возвращается в садик:<br><br>https://www.kp.ru/daily/26787.5/3821239/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post88"
"291","В Швеции в своем доме в Смоланде умер знаменитый бизнесмен Ингвар Кампрад, основавший мебельную компанию IKEA. Ему был 91 год, а свою всемирно известную фирму он создал в 17 лет:<br><br>https://www.kp.ru/daily/26787.5/3821312/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post89"
"292","Второй муж актрисы Людмилы Максаковой, доктор физико-математических наук Петер Игенбергс скончался на 81-м году жизни. Ранее он пережил инсульт, из-за которого его полностью парализовало:<br><br>https://www.kp.ru/daily/26787.5/3821301/?utm_source=vk","komsomolka_post90"
"293","Мораль и нравственность в старину были более ценным «товаром», чем сегодня. Однако и в те времена не обходилось без «падших женщин». Иногда ими становились по глупости совсем юные девушки, иногда женщины превращались в распутниц вполне осознанно – по самым разным причинам. <br><br>https://teleprogramma.pro/style/sudd/327645/","komsomolka_post91"
"294","Директор института национальный памяти Украины Владимир Вятрович заявил об опасности для украинцев Высоцкого, Цоя и Булгакова. О том, почему в незалежной так боятся двух музыкантов и одного писателя, мы спросили эксперта:<br><br>https://www.kp.ru/daily/26787.5/3821294/?utm_source=vk","komsomolka_post92"
"295","- Мы можем получить корову, которая будет производить в четыре раза больше молока, — заявил Билл Гейтс на встрече с учеными Эдинбургского университета: <br> <br>https://www.kp.ru/online/news/3003649/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post93"
"296","Между Сергем Шнуровым и протоиереем Всеволодом Чаплиным разразился настоящий баттл. Поэтический. Началось все с того, что священник раскритиковал музыканта за мат на сцене, на что Шнур ответил рифмой. Чаплин в долгу не остался, и пошло-поехало. К настоящему моменту дуэлянты уже перешли на второй круг:<br><br> https://www.spb.kp.ru/daily/26787.5/3821278/?utm_source=vk","komsomolka_post94"
"297","Любопытное открытие сделали студенты литовской рекламной школы. Как оказалось, точка G Европы находится в Вильнюсе:<br><br>https://www.kp.ru/online/news/3003423/?utm_source=vk","komsomolka_post95"
"298","- Огнемет The Boring Company гарантированно переживет любую вечеринку, - заявил Илон Маск:<br><br>https://www.kp.ru/online/news/3003593/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post96"
"299","Доброе утро!<br>Берегите друг друга","komsomolka_post97"
"300","Бывший представитель президента Украины в Крыму, депутат Рады Сергей Куницын рассказал, что в 2014 году Киев рассматривал вопрос о возвращении к конституции 1992 года, чтобы не дать полуострову воссоединиться с Россией:<br><br>https://www.kp.ru/online/news/3003477/?utm_source=vk","komsomolka_post98"
"301","В свете последних решений МОК быть русским — это уже допинг, ведь у наших отобрали право прикасаться к родному флагу. После публикации правил поведения наших спортсменов в Пхенчхане стало очевидным, что в этом нет никакой борьбы с допингом. Но, забирая у российских спортсменов триколор, олимпийские чиновники увеличивают его ценность для всех нас. Наш колумнист, разбирая различные примеры, показывает всю неоднозначность этих решений:<br><br>https://www.kp.ru/daily/26787.5/3821263/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post99"
"302","Звезды обычно расстаются с лишними кило так же, как и все остальные: не едят и занимаются спорт. Но некоторые нарушают правила, фотошопят фигуру. Мы решили рассказать, кто же сбросил сам, а кто воспользовался услугами специальных программ, позволяющих делать визуальный выигрыш:<br><br>https://www.kp.ru/daily/26786/3821000/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post100"
"303","Если вы хотите посмотреть футбол живьем, а не по телевизору, то заняться сборами надо прямо сейчас. Буквально сию секунду. Иначе билетов, номеров в гостиницах, мест в транспорте просто не останется. ""КП"" рассказывает о шагах, которые нужно сделать, чтобы увидеть летом большой футбол:<br><br>https://www.kp.ru/daily/26787.7/3821016/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post101"
"304",NA,"komsomolka_post102"
"305","Как минимум две планеты из семи, имеющихся в звездной системе TRAPPIST-1, пригодны для жизни — нашей, человеческой жизни. В этом уверенна группа ученых из Венгрии и США:<br><br>https://www.kp.ru/daily/26786.4/3820265/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post103"
"306","28 января 2018 года исполняется 325 лет со дня рождения российской императрицы из династии Романовых. Анна Иоанновна правила Российской Империей 10 лет. Нрав имела суровый. Но и повеселиться любила. Мы вспомнили пять любимых ее развлечений:<br><br>https://www.kp.ru/daily/26146/3035809/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post104"
"307","У Александра Овечкина официально - самый мощный бросок шайбы в НХЛ. Скорость полета шайбы российского хоккеиста - 163 километра в час!<br><br>https://www.kp.ru/daily/26787.5/3821252/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post105"
"308","Такие результаты исследования настроений населения республики озадачили украинских журналистов<br><br>https://www.kp.ru/online/news/3003436/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post106"
"309","Нет такой ситуации, в которой президент США Доналльд Трамп не мог бы написать в свой твиттер. Если он не успевает сам писать, то надиктовывает свои мысли помощникам, которые печатают и публикуют посты за него:<br><br>https://www.kp.ru/online/news/3003452/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post107"
"310","«Данная публичная ""порка"" просто приведет к тому, что врачи, даже высокопрофессиональные и компетентные, будут, при любом риске, выбирать бездействие»<br>Наш колумнист, хирург Герман Пятов – о том, чем для российской медицины может обернуться исход резонансного дела врача Елены Мисюриной, которую приговорили к реальному сроку за «врачебную ошибку»:<br><br>https://www.kp.ru/daily/26787.5/3821241/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post108"
"311","На президентских выборах в Чехии одержал верх действующий лидер государства Милош Земан. Почему его считают пророссийским политиком и называют «богемским Трампом»:<br><br>https://www.kp.ru/daily/26787.7/3821237/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post109"
"312","Дату выхода последнего восьмого сезона «Игры престолов» перенесли на более поздний срок - создатели заявляют, что хотят сделать финальную часть самой зрелищной:<br><br>https://www.kp.ru/online/news/3003378/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post110"
"313","Еще больше крутых цитат в книге ""Три богатыря и принцесса Египта""!<br><br>Купите здесь: https://shop.kp.ru/category/knigi/dlya-detej-i-roditelej/Tri-bogatyrya/","komsomolka_post111"
"314","Голливудский актер Том Круз, который годами сопротивлялся тенденции повальной регистрации в Instagram, не выдержал. Ради рекламы нового фильма все же стал счастливым обладателем своей странички в этой социальной сети:<br><br>https://www.kp.ru/daily/26787.5/3821234/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post112"
"315","Певец и протоиерей сегодня сразились в острой поэтической схватке. Сергей Шнуров и Всеволод Чаплин обменялись стихотворениями, в которых выразили отношение друг к другу:<br><br>https://www.kp.ru/daily/26787.5/3821213/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post113"
"316","В жилом доме в Волгоградской области произошёл взрыв газа. Ударной волной разнесло всю квартиру, а стена панельного дома отошла примерно на 5 сантиметров. Жильцов в целях безопасности решили эвакуировать на улицу. Но ненадолго - в области сейчас крепкие морозы:<br><br>https://www.kp.ru/daily/26787.7/3821230/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post114"
"317","Такая смешная и совсем не похожая на себя сегодня! Яна Чурикова опубликовала ретрофото со студенческих времен.<br><br>https://teleprogramma.pro/news/327685/","komsomolka_post115"
"318","Мы разобрались, откуда у Риз Уизерспун и Опры Уинфри выросли лишние конечности:<br><br>https://www.kp.ru/daily/26786/3820804/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post116"
"319","Если сам насильник Шурыгиной после освобождения из колонии снялся только в одном из десяти ток-шоу, то его сестра там завсегдатай. И вот девушка решила объяснить, зачем она то и дело мотается по ток-шоу:<br><br>https://www.kp.ru/daily/26787.7/3821210/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post117"
"320","Хорошего фермера весь год урожай кормит, а наших звезд - новогодние праздники. Надо сказать, что для многих список самых заказываемых артистов стал неожиданностью. Мы давно привыкли, что в лидерах Григорий Лепс, Земфира и «наше все» Алла Борисовна. Но в этом году в лидеры выбились совсем другие артисты:<br><br>https://www.kp.ru/daily/26787.7/3821037/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post118"
"321","Бразильский акушер-гинеколог Фернандо Гудес да Куньи придумал необычный способ облегчения предродовых схваток у своих беременных пациенток. Чтобы помочь женщинам справиться с болью и волнением, врач приглашает их на танец.<br>Подробности: https://www.kp.ru/daily/26787.5/3821228/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post119"
"322","На пару молодых людей, которые смогли каким-то образом добиться постановки печатей о своем однополом браке в паспорте РФ, завели дело: <br><br>https://www.kp.ru/daily/26787.7/3821220/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post120"
"323","В 1974 году Барышников остался на Западе во время гастролей Кировского театра. Вышел после спектакля на улицу, раздал автографы поклонникам и – побежал… <br>Уже через несколько лет Михаил стал не просто востребованным танцором, но и очень состоятельным бизнесменом, зарабатывающим миллионы. Сегодня самому успешному невозвращенцу СССР исполняется 70!<br><br>https://www.kp.ru/daily/26787.5/3821087/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post121"
"324","«Оголтелое трезвенничество не работает нигде. В мире было шесть сухих законов, два из них в России. И все были отменены»<br>В минздраве недавно рассказали, что россияне стали пить в пять раз меньше, чем семь лет назад! Возможно ли такое вообще, и как бороться с пьянством, «КП» рассказал главный редактор портала «Алкоголь.ру»:<br><br>https://www.kp.ru/daily/26786/3821010/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post122"
"325","Поющая телеведущая Ольга Бузова в очередной раз потрясла поклонников своей безграмотностью: оказывается, звезда «Дома-2» не знает, как читаются римские цифры:<br><br>https://www.kp.ru/daily/26787.7/3821203/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post123"
"326","Недавно 34-летний Алвес сделал то, о чем давно мечтал — удалил себе четыре ребра ради 60-сантиметровой талии. А теперь жалуется, что вырезанные кости ему не разрешают брать с собой в самолет – строгая американская таможня разрешает перевозить органы только внутри тела:<br><br>https://www.kp.ru/online/news/3003325/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post124"
"327","27 января одна из самых популярных певиц нашей эстрады — Елена Ваенга отмечает День рождения","komsomolka_post125"
"328","«Надо валить - королева превратит ее жизнь в ад!»<br><br>В Британии поговаривают, что свадьба принца Гарри и Меган Маркл может вовсе не состояться. Дело в том, что будущие родственники актрисы вручили ей список «королевских правил», которые она считает смехотворными и некоторые откровенно нарушает. Мы разузнали, как именно должна вести себя настоящая леди по мнению чопорных британцев:<br><br>https://www.kp.ru/daily/26787.7/3821014/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post126"
"329","В Сети появились первые снимки со съемок нового сезона шоу «Голос. Дети». В кресло наставника вернулась и певица Пелагея.<br><br>https://teleprogramma.pro/news/327804/","komsomolka_post127"
"330","Маленькая квартира требует особого дизайна. Важно не перегрузить свое пространство габаритными вещами. Вот список тех решений, от которых следует отказаться:<br><br>https://www.kp.ru/daily/26786/3820787/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post128"
"331","Житель омского села Чекрушево выловил в Иртыше удивительных рыб - двух щук с рогами на голове. Улов шокировал самого рыбака, он показал его односельчанам. И новость об улове вмиг разлетелась:<br><br>https://www.kp.ru/daily/26786/3821131/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post129"
"332","Американская актриса, телеведущая Эллен Дедженерс отпраздновала день рождения. Ей, обладательнице 11 премий ""Эмми"", ведущей двух церемоний премии ""Оскар"" исполнилось аж 60 лет. Но ей сложно дать столько лет, глядя на нее. Хорошо выглядит","komsomolka_post130"
"333","29 января с 18.05 (мск) на 97,2 FM и fm.kp.ru - главный редактор ""Russia Today"" Маргарита Симоньян.<br>В США канал был признан иностранным агентом. Как это повлияло на его работу? Рецепты блюд в Твиттере Маргариты - это просто хобби или и здесь не обходится без политической кухни? И нравится ли RT иностранным зрителям? <br>Эти и другие темы с гостьей обсудят Андрей и Юлия Норкины.<br>Слушайте и звоните на #радиокп в понедельник с 18.05 (мск)","komsomolka_post131"
"334","- Ну как, он все стоит там? – переминаясь с ноги на ногу, спросил Трамп ближайшего советника.<br><br>Фантазия на тему несостоявшейся встречи президента Украины и Дональда Трампа на «полях» Давосского форума от нашего обозревателя:<br><br>https://www.kp.ru/daily/26787.5/3821129/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post132"
"335","27 января 1756 года родился величайший композитор и музыкант-виртуоз Вольфганг Амадей Моцарт. Он оказал большое влияние на мировую музыкальную культуру. Даже спустя столетия интерес к нему не ослабевает – его жизнь и творчество по-прежнему остаются в центре внимания.","komsomolka_post133"
"336","Данные кадры стали последним сообщением, полученным с рыболовецкого судна «Восток»<br><br>Подробности: https://www.kp.ru/online/news/3003236/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post134"
"337","Джон Хантсман напомнил, что Конгресс будет решать, будет ли документ опубликован или останется закрытым:<br><br>https://www.kp.ru/online/news/3003214/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post135"
"338","27 января в нашей стране празднуется День воинской славы России — День полного освобождения Ленинграда от фашистской блокады. Ни страшный голод, ни холод, ни постоянные артиллерийские обстрелы и бомбардировки не смогли сломить волю защитников и жителей блокадного города. Это событие навечно осталось в российской истории символом отваги, стойкости  и любви к нашей Родине!","komsomolka_post136"
"339","Елена Мисюрина - известный и очень уважаемый профессионал, врач-гематолог. Ее осудили на два года за «оказание услуг, не соответствующих требованиям безопасности и повлекших смерть». Эта история, в которой, как говорят, есть неясности, вызвала широкий резонанс в соцсетях и среди ее коллег:<br><br>https://www.kp.ru/daily/26787.5/3821120/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post137"
"340","27 января 1826 года родился знаменитый писатель Михаил Салтыков-Щедрин. Ни один автор в своих произведениях не обличает российскую действительность так точно, как это делал он. Несмотря на то, что Салтыков-Щедрин писал почти два века назад, сюжеты его книг актуальны по сей день.","komsomolka_post138"
"341","Президент США Дональд Трамп, как говорят, правда хотел встретиться и поговорить с Петром Порошенко. Но у него просто не нашлось времени и он улетел домой:<br><br>https://www.kp.ru/online/news/3003094/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post139"
"342","На «Золотом орле» победили космонавты<br>В Первом павильоне «Мосфильма» раздали премии за главные достижения в 2017 году<br><br>Подробности: https://www.kp.ru/daily/26787.5/3821071/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post140"
"343","Актер театра и кино Вячеслав Гришечкин признался, что после ухода любимой жены, которой было всего 49 лет, непросто научиться жить одному.<br><br>https://teleprogramma.pro/news/327822/","komsomolka_post141"
"344","«КП» ознакомилась с составом сборной «Олимпийских атлетов из России» на Зимних Олимпийских играх в Южной Корее и с помощью экспертов составила свой прогноз, на что Россия может рассчитывать на Олимпиаде-2018:<br><br>https://www.kp.ru/putevoditel/olimpiada-2018-medalnyj-zachjot-sbornaja-rossii-prognoz/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post142"
"345","Сегодня исполнилось бы 86 лет советскому гимнасту Борису Шахлину. Это был легендарный советский спортсмен, семикратный олимпийский чемпион по спортивной гимнастике, обладатель тринадцати олимпийских наград и один из самых титулованных гимнастов в истории мирового спорта. Шахлин был признан одним из самых выдающихся спортсменов XX века.","komsomolka_post143"
"346","Когда началась Великая Отечественная война, Альбине Крюкелис было 15 лет. Прошли годы, а сын Альбины Ивановны держит исписанные розовые листочки ее блокнота. Его мама вела дневники и раньше, но этот, блокадный, стал последним... <br><br>Сегодня, 27 января - годовщина снятия блокады Ленинграда:<br><br>https://www.kp.ru/daily/26784.7/3820386/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post144"
"347","В жизни гениальный танцор и гениальный бард близко дружили","komsomolka_post145"
"348","Сегодня отмечает день рождения эстрадная певица и автор песен Елена Ваенга! Ей исполняется 41 год. Поздравляем артистку и представляем подборку цитат из её интервью:","komsomolka_post146"
"349","Полиция Канады арестовала жителя провинции Альберта Ориона Ратли за угрозы в адрес премьер-министра страны Джастина Трюдо. Задержанный ранее имел проблемы с полицией из-за незаконного использования огнестрельного оружия:<br><br>https://www.kp.ru/online/news/3002938/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post147"
"350","Традиционная инициатива перед Олимпиадой в Пхенчхане в свете последних событий звучит не столь весомо и авторитетно:<br><br>https://www.kp.ru/online/news/3003016/?utm_source=vk&amp;utm_campaign=social_share","komsomolka_post148"
