rowname,title,body_text,categories
944,выставка Аэлиты Андре «Музыка бесконечности»,"Аэлита Андре родилась в 2007 году в семье австралийского художника Майкла Андре и российского фотографа Ники Калашниковой. Рисовать девочка начала в девять месяцев, когда обнаружила оставленный отцом чистый холст и тюбики с краской. Сегодня у Аэлиты есть собственная мастерская, под завязку забитая бумагой, красками, кистями, фольгой, бусинами и прочими материалами, которые детский ум способен задействовать в творчестве. Ценители искусства отмечают интересные цветовые решения и особую ритмичность полотен художницы. Некоторые критики даже ставят под сомнение авторство экспрессивных работ. Впервые с картинами Аэлиты широкая публика познакомилась в 2009 году в рамках коллективной выставки в Мельбурне: тогда директор австралийской галереи увидел в интернете фотографии необычных абстрактных произведений и добился их включения в экспозицию. Узнав, что автору всего два года, он поразился, но планов менять не стал. В Голубом зале Научно-исследовательского музея Российской Академии художеств демонстрируются полсотни работ — живопись, карандашные наброски и «звуковые» картины.",exhibition
946,выставка «19 случаев»,"Дмитрий Пахомов известен своими остроумными рисунками и скульптурами из разных материалов, которые можно встретить в Петербурге (кентавр у Дома кино, созданный по мотивам работы Нади Рушевой, солдат Швейк на Балканской площади). Новый проект художника демонстрирует его тонкое понимание образного мира Даниила Хармса. Дмитрий Пахомов родился в Ленинграде в 1964 году, окончил Художественное училище имени Рериха. С середины 1990-х годов занимает пост главного художника фестиваля «Послание к человеку». Открытие выставки — 13 сентября в 17:00 в Музее Анны Ахматовой в Фонтанном доме.",exhibition
961,выставка «Придворный парфюмер»,"В Камероновой палате Царского села можно познакомиться с духами времён правления Николая II. Основываясь на старинных рецептах, парфюмеры из Петербурга реконструировали 20 ароматов конца XIX – начала XX веков. Экспозиция рассказывает о той эпохе, когда легендарная «Персидская сирень» Генриха Брокара получила высшую премию на Всемирной выставке в Париже. Гостей также ждёт лаборатория, где любой желающий может создать собственный уникальный аромат под руководством специалиста, соединив разные эфирные масла.",exhibition
966,акция: полеты на параплане со скидкой более 50%,"Парапланеризм — воплощение мечты о полете, захватывающее экстремальное развлечение и опыт, который запомнится на всю жизнь. Ощущение тотальной свободы, красота, от которой перехватывает дыхание, — восторг, который испытывает человек в небе, не сравним ни с чем. Сервис «ГорБилет» делает полеты еще доступней. Приняв участие в уникальной акции, вы можете забронировать полет на параплане за 1450 рублей вместо 3000, со скидкой более чем в 50%. Помимо непередаваемых ощущений, вам гарантируют также комфорт и безопасность — управлять парапланом будет опытный инструктор. Для того, чтобы забронировать полет, нужно:  Сделать репост записи паблика «ГорБилет» в ВК. Отправить заявку администратору группы, с контактным номером телефона, своим именем и фамилией. Не забудьте указать, что хотите забронировать полет по акционной цене.  Подробнее об акции, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.  парадром в д. Глухово",stock
967,акция «Счастливые дни» в антикафе Tommy Gun,"Tommy Gun — приятное место, которое расположено в центре города. Здесь вы найдёте всё, что нужно для комфортного досуга:  бар;   ароматный чай на любой вкус; всевозможное печенье;   игровую приставку Xbox.   У вас всего один бросок дротика — один шанс получить скидку от 1 до 20 процентов. Согласитесь, неплохой способ сэкономить. Добавьте к этому настольные игры, профессиональный кикер, тематические мероприятия — вариантов для отличного времяпрепровождения в компании друзей или в одиночку предостаточно! Дополнительная информация — по телефону +7 (911) 918-25-95 или в социальной сети «ВКонтакте».",stock
968,акция «Нас связала паста!» от сети ресторанов «Марчеллис»,"Со дня открытия первого итальянского ресторана «Марчеллис» в Петербурге на улице Восстания прошло 10 лет. За это время появилось ещё 9 семейных ресторанов в Петербурге и 2 в Москве, повара приготовили 126 тонн и 4 224 километров пасты, бармены откупорили 300 000 бутылок вина, а гости съели 9 000 имбирных человечков! Своё десятилетие сеть ресторанов «Марчеллис» празднует целый месяц и проводит акцию с гарантированными призами «Нас связала паста!». Принять участие может любой посетитель ресторана. Нужно только сделать заказ на сумму более 900 рублей, и ваш чек станет счастливым билетом, который обеспечит выигрыш одного из подарков — итальянский кофе, аксессуары для смартфона, ужин на двоих, годовой запас пасты, курсы итальянского языка или поездку в Италию. Успейте испытать удачу до 1 октября, насладиться безупречными блюдами итальянской кухни и получить приятные гарантированные подарки. Подробные условия акции и её сроки узнавайте у организаторов по указанным телефонам или на официальном сайте.",stock
973,концерт Red Snapper,"За 23 года существования Red Snapper настолько прочно срослись со всемирным музыкальным ландшафтом, что между делом на них исправно ссылаются и Мадонна, и Фарелл Уильямс, и практически все ныне активные джазовые легенды. По большому счёту, именно это британское трио ответственно за нынешнее состояние эйсид-джаза на планете Земля. Объединив архитектуру электроники с живыми инструментами (и убедительно доказав умение виртуозно владеть как одним, так и другим), они создали инновационное звуковое полотно, на котором аккуратными мазками изобразили собственное видение трип-хопа, даба и фанка 70-х. С нашей страной у британских легенд давно сложились тёплые отношения, поэтому их камбэк – событие закономерное, хотя оттого и не менее ожидаемое. В «Космонавте» Red Snapper устроят обзорный концерт, в рамках которого сыграют всё лучшее, что группе удалось сочинить за свою долгоиграющую историю.",concert
975,концерт Васи Васина,"В прошлом году «Кирпичи» пышно отгуляли 20-летие, продемонстрировав сверхубедительную форму и неуёмную тягу к новым креативам. Они одними из первых в нашей стране придумали объединить альтернативу с хип-хопом, а с течением времени и вовсе успели попробовать себя в каком-то неимоверном количестве стилей. Львиная доля побед и достижений трио принадлежит его вдохновителю и главному генератору идейного безобразия Васе Васину. В эту пятницу он единолично пройдётся по всей дискографии группы и своей собственной, зачитает язвительные строчки из треков разных лет и сдует пыль с архивных сочинений, которым на полноформатных концертах «Кирпичей» места обычно не находится. Подробнее о событии можно узнать по телефону +7 (812) 964-96-37 и «ВКонтакте».",concert
978,выставка «Петербургский Монмартр: cinéma»,"На Петроградской стороне, где расположен Дом-музей Фёдора Шаляпина, находились самые первые петербургские киностудии — «Оптик Паризиен», товарищество «Адлер», «Омниум-кино». Здесь же жили многие актёры и работали почти 60 кинотеатров. Иными словами, в первой четверти XX века этот район города был в авангарде фильмопроизводства. В 1910-е годы к созданию кино стали привлекаться ведущие театральные актёры — Константин Варламов, Ольга Гзовская, Юрий Юрьев, Екатерина Корчагина-Александровская. Ещё не привыкшие к специфике экрана, они играли «с преувеличением» — так, чтобы их эмоции «чувствовали на галёрке». Со временем стало популярно экранизировать литературные произведения. К таким фильмам относятся, к примеру, «Отец Сергий» Якова Протазанова и «Метель» Николая Маликова. В 1915 году в кино дебютировали Всеволод Мейерхольд и Фёдор Шаляпин. Сохранилось две картины, в которых снимался русский бас, — «Дочь Пскова» Александра Иванова-Гая и «Дон Кихот» Георга Вильгельма Пабста. На выставке можно увидеть снимки, рассказывающие о процессе создания этих фильмов. На экранах блистали и дети Шаляпина — Ирина, Лидия, Марина и Фёдор. Шаляпин-младший много снимался в Европе и Голливуде и в 1980-е годы подарил музею свои фотографии в разных кинообразах. Они также входят в экспозицию «Петербургский Монмартр: cinéma».",exhibition
981,акция: спектакль «Бес в ребро» со скидкой 56%,"Сюжет классического произведения не потерял актуальности и в наши дни. Представители высшего сословия, ведомые взяточничеством и похотью, попадают в различные комические ситуации. Их образы столь естественны, что кажется, будто они вышли на сцену из нашей современной жизни. А узнаваемый лексикон подчёркивает характер и происхождение персонажей. По жанру постановка больше всего напоминает лёгкий искромётный водевиль. В спектакле участвуют известные актёры театра и кино. Билеты на спектакль можно приобрести по цене, в два раза меньше обычной:  350 рублей вместо 800 (15–18 ряд); 550 рублей вместо 1200 (10–14 ряд); 850 рублей вместо 1800 (4–8 ряд); 1050 рублей вместо 2200 (1–3 ряд).  Для этого потребуется:  Поделиться записью в «ВКонтакте». Отправить администратору сообщение с названием спектакля, необходимым количеством билетов, вашим телефонным номером и именем.  Подробнее о спектакле, сроках проведения и организаторе можно узнать в официальной группе в «ВКонтакте».",stock
982,концерт Бориса Гребенщикова и Симфонического оркестра Капеллы Санкт-Петербурга,"Редко кто из музыкантов, связанных с рок-музыкой, попадает в стены этого заведения. Но Гребенщикова в городе на Неве уже признают в качестве классика, так что академическая площадка имеет полное право приглашать его. Да еще и с симфоническим оркестром, что само по себе знаково — не каждая фигура из сферы шоу-бизнеса может похвастаться таким признанием со стороны традиционной музыкальной институции. В Государственной академической Капелле Петербурга этот концерт, несмотря на всю свою неоднозначность, не кажется чем-то парадоксальным, что в очередной раз доказывает, что БГ — такой же символ Северной столицы, как и Капелла.",concert
985,концерт The Birthday Massacre,"Их эпатажный имидж и зловещее название могут создать ложное впечатление у неосведомлённой аудитории, которая наверняка припишет группу к когорте каких-нибудь агрессивных «мясников». Но музыка The Birthday Massacre мигом расставляет всё на свои места: искусный синти-рок с элементами готики и индастриала, украшенный бархатным вокалом солистки Чиби, брутален разве что в текстах, где порой фигурируют всевозможные маньяки и садисты, но и о них фронтвумен поёт с исключительной доброжелательностью, а на концертах корчит забавные рожи. С семью пластинками в арсенале психоделическая банда из Торонто вновь пожалует в Северную столицу. 26 сентября в «Зале ожидания» будет страшно весело, страшно позитивно и страшно изобретательно.",concert
987,выставка «Мерцание гладкой яшмы»,"Наряду с Ай Вэйвэем и Юэ Миньцзюнем Цуй Жучжо возглавляет список самых востребованных художников Китая, чьи работы продаются на международных аукционах за миллионы долларов. Экспозиция «Мерцание гладкой яшмы» включает в себя около 200 полотен Жучжо, выполненных тушью и водяными красками на шёлке и бумаге. Эта техника, с конца XIX века называющаяся гохуа, берёт начало ещё в III–II веках до н.э. Её мастер постиг благодаря творениям Шитао, Чжу Да, У Чаншо и Фу Баоши. Картины Жучжо — это истории о величественной природе и месте в ней человека. Традиционные приёмы в его живописи соседствуют с современными находками и нетривиальными пластическими решениями: около 15 лет художник жил в Америке, где с головой окунулся в актуальные культурные процессы, отличные от азиатских. На выставке в «Манеже» можно увидеть как самостоятельные полотна, так и полиптихи длиной до шести метров, объединяющие работы с общим замыслом и схожим цветовым строем. Примечательно, что даже самые массивные картины живописца обладают удивительными лёгкостью и «прозрачностью». После Петербурга произведения Жучжо отправятся в Москву.",exhibition
988,"выставка «""Заповедник"" и ""Зона"". Иллюстрации Михаила Гавричкова к новому изданию повестей Сергея Довлатова»","На выставке в Эрарте демонстрируются 40 иллюстраций, созданных Михаилом Гавричковым к выпущенной в 2016 году издательством «Вита Нова» книге повестей Сергея Довлатова. Художник уже не впервые обращается к искусству книжной графики: до этого он переносил на бумагу традиционный финский эпос, «Бесов» Фёдора Достоевского и даже «Историю государства Российского» Николая Карамзина. С каким бы произведением художник ни работал, задачу для себя он всегда формулирует чётко: сохранить в рисунках манеру авторского повествования. Иллюстрации к повестям Довлатова демонстрируют самобытность языка писателя, его горько-ироничный стиль. Гавричков рассказывает, что не сразу решился работать с текстами Довлатова, но его супруга — художница Надежда Эверлинг — убедила мужа взяться за яркую остроумную прозу, проникнуться её духом и образной системой. Над иллюстрациями Гавричков трудился на даче и каждый рисунок обсуждал со своей «музой-хранительницей». Через несколько месяцев Надежды Эверлинг не стало, и свой труд мастер посвящает именно ей. На счету художника — более 120 выставок в России и за рубежом. Его произведения хранятся в собраниях Эрмитажа, Российской национальной библиотеки, музеев Франции и Швейцарии.",exhibition
989,выставка «Довлатов и его окружение»,"В Эрарте экспонируются более трёх десятков монохромных снимков Нины Аловерт, на которых запечатлены Сергей Довлатов, Александр Генис, Пётр Вайль и другие деятели литературы, с которыми общался или работал главный герой выставки. Многие фотографии Аловерт хорошо знакомы российским и зарубежным читателям: издания довлатовских повестей нередко оформляются именно этими чёрно-белыми изображениями. Работы характеризуются впечатляющей документальной точностью и глубиной характеров. Аловерт начинала как историк, работала в Театре комедии имени Акимова, дружила с Михаилом Барышниковым и Рудольфом Нуреевым. В 1977 году она эмигрировала в Америку, где устроилась в газету «Новый американец», редактором которой был Довлатов. После поездки в Советский Союз в 1989 году фотограф рассказала писателю, каким успехом он пользуется на родине. «Поздно, Нина, поздно», — ответил ей автор повестей «Заповедник», «Зона» и «Иностранка», сборников рассказов «Чемодан» и «Наши». Сегодня Аловерт живёт в Нью-Джерси, занимается балетной и театральной фотографией. На её счету — сотни удачных кадров, статьи и книги о балете, рецензии на балетные постановки. В разные годы она сотрудничала с Dance Magazine, Point, Ballet Review, «Новым русским словом», «Новым американцем», «Русским базаром».",exhibition
994,выставка «Многоликая бегония»,"Кто обнаружил и первым описал бегонии? Где и как они растут в природе? Как следует за ними ухаживать? Какие виды лучше чувствуют себя в квартире, а какие — в составе городских клумб? Какое отношение эти растения имеют к Наполеону Бонапарту? Какие эндемики встречаются только на острове Маврикий? В павильоне «Зелёный домик» Ботанического сада Петра Великого можно увидеть около 100 сортов бегоний самых разных цветов с большими и маленькими, цельными и рассечёнными, глянцевыми и бархатными листьями.",exhibition
997,праздничный концерт «110 лет со дня рождения Дмитрия Шостаковича»,"Коренной петербуржец Дмитрий Шостакович за свою жизнь сочинил полтора десятка симфоний, полдюжины концертов, три оперы и три балета, а также множество камерных произведений и композиций для театра и кино. Его самая известная 7-я симфония «Ленинградская» в 42-м звучала в блокадном городе, воодушевляя местных жителей на борьбу с оккупационным режимом. В 2009 году в Петербурге на пересечении проспекта Энгельса и улицы Шостаковича был открыт памятник великому композитору. С возложения цветов к этому монументу и начнётся праздничный концерт в честь дня рождения пианиста. Гостей ожидают выступления «Чижик-Джаз-Квартета», певца Альберта Жалилова и других исполнителей, показы биографической киноленты о жизни именинника и чёрно-белых фильмов под его музыку, песочный перформанс и шоу актёра-мима Касьяна Рывкина. Подробнее о событии можно узнать по телефону +7 (812) 332-00-01 и на сайте.",concert
1002,концерт группы Billy's Band,"Музыка Billy’s Band, заставившая многих обывателей по-новому взглянуть на джаз, уместна в любом антураже, будь то разгар летних каникул, День влюблённых или новогодний кутёж. Но именно с осенними месяцами у пронзительных мелодий группы одна резонансная частота: в этот период они начинают звучать с особым вдохновением. Неудивительно, что для очередного выступления в «Космонавте» Билли Новик сотоварищи избрали разгар этого меланхоличного сезона: лучшего времени для философских размышлений о жизни, обрамлённых в трогательные музыкальные пьесы, пожалуй, и не найти.",concert
1003,акция: билеты на концерт Billy’s Band со скидкой 30%,"Концерт Billy’s Band в клубе «Космонавт» — долгожданное событие для поклонников группы. Это не просто рядовое выступление, а презентация нового, первого за долгое время, альбома группы. В релизе «Слегка» Billy’s Band отвлеклись на время от экспериментов со звуком и вернулись к своему фирменному стилю: колоритному черному блюзу с ироничными текстами на русском языке. Для всех любителей честной и качественной музыки сервис «ГорБилет» организовал новую акцию. Ее участники могут забронировать один из 50 билетов на концерт в «Космонавте» со скидкой в 30% — за 840 рублей вместо 1200. Условия акции просты:  Сделайте репост записи со страницы «ГорБилет» в ВК. Напишите администратору паблика сообщение, указав в нем название концерта, количество билетов для бронирования, свой контактный номер телефона, а также имя и фамилию, если в ВК вы используете псевдоним.  Подробнее об акции, сроках проведения и организаторе можно узнать в официальной группе в «ВКонтакте».",stock
1004,день скидок и концерт Михаила Боярского в дисконт центре «Варшавский Экспресс»,"Петербургский аутлет «Варшавский экспресс» радует посетителей в любой день, предлагая огромный выбор товаров от бижутерии до дизайнерских вещей, а также впечатляющие распродажи. Но 24 сентября покупателей ждут дополнительные скидки. Так что если вы не прочь обновить гарбероб, пополнить запасы товаров для дома или выбрать подарки в режиме существенной экономии, стоит запланировать поход в «Варшавский экспресс». Дополнительный повод отметить День скидок — развлекательная программа, конкурсы с ценными призами, мастер-классы и аукционы, в которых смогут принять участие все желающие. Кульминацией праздника шоппинга послужит концерт легенды отечественной сцены — неунывающего Михаила Боярского.",concert
1006,"акция «И уму, и сердцу! И лицу, и телу!» от Aestima Clinic","Опытные косметологи и пластические хирурги клиники эстетической медицины Aestima Clinic стоят на страже вашей молодости и красоты. Десять дней сентября могут стать для вас бьюти-марафоном: компания запустила акцию «И уму, и сердцу! И лицу, и телу!». Приходите в клинику, выбирайте авторскую программу на свой вкус и наслаждайтесь профессионализмом исполнения и безупречным результатом. Программа «Бьюти-дня» № 1 (стоимость — 5900 рублей вместо 10200 рублей):  консультация врача-косметолога с составлением авторской бьюти-программы на год;                 ферментный пилинг лица;  LPG массаж лица либо микротоковый массаж;   маска, которая подобрана под тип кожи;  пластифицирующее лифтинг-обёртывание по телу «ПИЛ ОФФ ДЕТОКС» / обёртывание «Атака на целлюлит» / прессотерапия (одна процедура на выбор).     Программа «Бьюти-дня» № 2 (стоимость — 14000 рублей вместо 20400 рублей):  консультация врача-косметолога с составлением авторской бьюти-программы на год;   зелёные инъекции;    маска с гиалуроновой кислотой;    пластифицирующее лифтинг-обёртывание по телу «ПИЛ ОФФ ДЕТОКС» / обёртывание по телу «Атака на целлюлит» (одна процедура на выбор).   Программа «Бьюти-дня» № 3 (стоимость — 15000 рублей вместо 21400 рублей):  консультация врача-косметолога с составлением авторской бьюти-программы на год;   зелёные инъекции;    маска с гиалуроновой кислотой;   пластифицирующее лифтинг-обёртывание по телу «ПИЛ ОФФ ДЕТОКС» / обёртывание по телу «Атака на целлюлит» (одна процедура на выбор).    Обратите внимание, что возможны противопоказания, поэтому перед приёмом обязательно проконсультируйтесь со специалистами.",stock
1008,концерт группы «Самое Большое Простое Число»,"Они были и электронным дуэтом, и рок-группой, и авангардным оркестром, а стилистика их музыки варьируется от IDM и инди-попа до абстрактного хип-хопа. Будучи категорически неформатным проектом, «СБПЧ» невероятным образом вписываются практически в любые форматы, украшают собой обложки популярного глянца и неустанно доказывают, что мода и андеграунд могут существовать в симбиозе. Релиз новой пластинки знаменует переход на следующий виток эволюции, но главное, чему группа на изменит на концерте в «Космонавте» – это её абсолютная непредсказуемость.",concert
1009,концерт группы «ДДТ»,"Фестиваль «Послание к человеку», который состоится с 23 по 30 сентября, соберёт в одной программе выдающиеся образцы игрового, документального и анимационного кино. Одно из главных кинематографических событий в Санкт-Петербурге откроется бесплатным концертом группы «ДДТ», которая выступит под открытым небом на Дворцовой площади. После большой программы песен Юрия Шевчука, многие из которых могут претендовать на статус гимнов поколения, фестивалю «Послание к человеку», который пройдёт в этом году в 26-й раз, будет дан официальный старт.",concert
1016,выставка «Времен минувших небылицы»,"Фантастика и бытовая повествовательность — вот то, что делает сказку такой привлекательной для художников. Данная тема дает им возможность погрузиться в мир ярких неординарных образов и обратиться к национальным культурным истокам. В экспозицию «Времен минувших небылицы» в Музее-институте семьи Рерихов входят живописные полотна, книжные иллюстрации, скульптуры и предметы декоративно-прикладного искусства, созданные мастерами «Мира искусства» и Абрамцевского кружка.",exhibition
1017,выставка «Тринадцать стульев»,"Выставка в Театральном музее является своеобразным коллажем, скроенным из разных форм существования стула на театральных подмостках. Роскошные кресла из Мариинского театра, рисунки Евгения Лансере и Моисея Левина, проекты Михаила Шемякина — эволюция образа стула даёт возможность проследить за сменой театральных эпох, метаморфозами выразительного языка. Так, к примеру, интересно сравнить добротные предметы мебели из «Маскарада» Всеволода Мейерхольда (1917 год) и конструктивистский стул из его же «Смерти Тарелкина» (1922 год). В экспозицию, кроме того, входят трон из спектакля «Гамлет», созданный Натаном Альтманом, стул из товстоноговского «Ревизора», венский стул «Тонет», регулярно принимающий участие во всевозможных спектаклях. Дополняют коллаж «домашние» стулья Фёдора Шаляпина и Николая Римского-Корсакова и старые сидения из зрительных залов Александринского, Мариинского и Большого драматического театров, помнящие легендарные постановки и громкие овации.",exhibition
1018,акция: профессиональная фотосессия со скидкой 51%,"Профессиональная фотосессия — популярная услуга, которая благодаря сервису «ГорБилет» становится еще доступней. Новая акция от магазина горящих билетов — это возможность забронировать съемку в современной фотостудии со скидкой более 50%. Так, фотосет для одного или двух человек будет стоить 990 рублей вместо 1990, для семьи или компании до 5 человек — 1490 вместо 2990. В стоимость услуги входит:  Работа профессионального фотографа, выбор самого выгодного ракурса для съемки и постановка правильных поз. Работа стилиста, который подберет от одного до трех образов для съемок. Доступ к обширному студийному гардеробу, а также разнообразным аксессуарам и реквизиту.  Съемка в стильном интерьерном зале. 10 обработанных фотографий и до 150 «Сырых» на DVD-диске.  Для того, чтобы стать участником акции, нужно:  Сделать репост записи со страницы «ГорБилет» в ВК. Написать администратору группы личное сообщение, указав в нем свой контактный номер телефона, а также имя и фамилию. Не забудьте сообщить, что вы хотите заказать фотосессию со скидкой.  Подробнее об акции, сроках проведения и организаторе можно узнать в официальной группе в ВКонтакте.  Каменноостровский пр-т, д. 26-28, оф. 85, фотостудия ClubFotoStudio",stock
1021,концерт группы Adept,"Основанные в 2004 году Adept громогласно объявили о своём пришествии лишь 5 лет спустя, когда выпустили дебютную пластинку Another Year of Disaster. С 2011 энтузиасты сокрушительного металкора и пост-хардкора гостят в наших краях практически ежегодно. В прошлый раз группа посетила 14 городов СНГ, позволив фанатам самим составить трек-лист концертов, а этой осенью завезёт в «Зал ожидания» новый студийный альбом, который не преминёт представить в концертном формате.",concert
1022,концерт группы «Сансара»,"На протяжении трёх лет со времени выхода альбома «Игла» фронтмен уральской группы «Сансара» Александр Гагарин не терял времени даром. Он поставил спектакль, выпустил сольный альбом, проявил себя в качестве писателя, не забывая и писать новые песни. Очередной всплеск творческой энергии музыкантов воплотился в ярком и светлом альбоме «Ласточка», который «Сансара» представят на Эрарта Сцене 18 сентября, подарив питерской публике порцию искренней рок-лирики.",concert
